City alias,State short,State full,County,City,,site,ZIPCode,County,State,Lat,Long
Bridgewater Farms,PA,Pennsylvania,DELAWARE,Aston,,,,,,,
Parkside Manor,PA,Pennsylvania,DELAWARE,Brookhaven,,,,,,,
Chester,PA,Pennsylvania,DELAWARE,Brookhaven,,,,,,,
Upland,PA,Pennsylvania,DELAWARE,Brookhaven,,,,,,,
Brookhaven,PA,Pennsylvania,DELAWARE,Brookhaven,,,,,,,
Chester Heights,PA,Pennsylvania,DELAWARE,Chester Heights,,,,,,,
Chester Hts,PA,Pennsylvania,DELAWARE,Chester Heights,,,,,,,
Westbrook Park,PA,Pennsylvania,DELAWARE,Clifton Heights,,,,,,,
Primos Secane,PA,Pennsylvania,DELAWARE,Clifton Heights,,,,,,,
Primos,PA,Pennsylvania,DELAWARE,Clifton Heights,,,,,,,
Clifton Heights,PA,Pennsylvania,DELAWARE,Clifton Heights,,,,,,,
Primos-Secane,PA,Pennsylvania,DELAWARE,Clifton Heights,,,,,,,
Secane,PA,Pennsylvania,DELAWARE,Clifton Heights,,,,,,,
Aldan,PA,Pennsylvania,DELAWARE,Clifton Heights,,,,,,,
Clifton Hts,PA,Pennsylvania,DELAWARE,Clifton Heights,,,,,,,
Philadelphia,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Cornwells Heights,PA,Pennsylvania,BUCKS,Bensalem,,,,,,,
Cornwells Hts,PA,Pennsylvania,BUCKS,Bensalem,,,,,,,
Eddington,PA,Pennsylvania,BUCKS,Bensalem,,,,,,,
Bensalem,PA,Pennsylvania,BUCKS,Bensalem,,,,,,,
Andalusia,PA,Pennsylvania,BUCKS,Bensalem,,,,,,,
Croydon,PA,Pennsylvania,BUCKS,Croydon,,,,,,,
Bensalem,PA,Pennsylvania,BUCKS,Croydon,,,,,,,
Chester,PA,Pennsylvania,DELAWARE,Crum Lynne,,,,,,,
Crum Lynne,PA,Pennsylvania,DELAWARE,Crum Lynne,,,,,,,
Eddystone,PA,Pennsylvania,DELAWARE,Crum Lynne,,,,,,,
Collingdale,PA,Pennsylvania,DELAWARE,Darby,,,,,,,
Darby,PA,Pennsylvania,DELAWARE,Darby,,,,,,,
Colwyn,PA,Pennsylvania,DELAWARE,Darby,,,,,,,
Dresher,PA,Pennsylvania,MONTGOMERY,Dresher,,,,,,,
Jarrettown,PA,Pennsylvania,MONTGOMERY,Dresher,,,,,,,
Drexelbrook,PA,Pennsylvania,DELAWARE,Drexel Hill,,,,,,,
Pilgrim Gardens,PA,Pennsylvania,DELAWARE,Drexel Hill,,,,,,,
Oakview,PA,Pennsylvania,DELAWARE,Drexel Hill,,,,,,,
Pilgrim Gdns,PA,Pennsylvania,DELAWARE,Drexel Hill,,,,,,,
Drexel Hill,PA,Pennsylvania,DELAWARE,Drexel Hill,,,,,,,
Melrose,PA,Pennsylvania,MONTGOMERY,Elkins Park,,,,,,,
Elkins Park,PA,Pennsylvania,MONTGOMERY,Elkins Park,,,,,,,
Lamott,PA,Pennsylvania,MONTGOMERY,Elkins Park,,,,,,,
Melrose Park,PA,Pennsylvania,MONTGOMERY,Elkins Park,,,,,,,
Edgemont,PA,Pennsylvania,DELAWARE,Edgemont,,,,,,,
Tinicum Township,PA,Pennsylvania,DELAWARE,Essington,,,,,,,
Essington,PA,Pennsylvania,DELAWARE,Essington,,,,,,,
Lester,PA,Pennsylvania,DELAWARE,Essington,,,,,,,
Tinicum,PA,Pennsylvania,DELAWARE,Essington,,,,,,,
Fairless Hills,PA,Pennsylvania,BUCKS,Fairless Hills,,,,,,,
Fairless Hls,PA,Pennsylvania,BUCKS,Fairless Hills,,,,,,,
Flourtown,PA,Pennsylvania,MONTGOMERY,Flourtown,,,,,,,
Folcroft,PA,Pennsylvania,DELAWARE,Folcroft,,,,,,,
Milmont Park,PA,Pennsylvania,DELAWARE,Folsom,,,,,,,
Folsom,PA,Pennsylvania,DELAWARE,Folsom,,,,,,,
Ft Washington,PA,Pennsylvania,MONTGOMERY,Fort Washington,,,,,,,
Fort Washington,PA,Pennsylvania,MONTGOMERY,Fort Washington,,,,,,,
Ft Wash,PA,Pennsylvania,MONTGOMERY,Fort Washington,,,,,,,
Upper Dublin,PA,Pennsylvania,MONTGOMERY,Fort Washington,,,,,,,
Gladwyne,PA,Pennsylvania,MONTGOMERY,Gladwyne,,,,,,,
Briarcliff,PA,Pennsylvania,DELAWARE,Glenolden,,,,,,,
Darby Township,PA,Pennsylvania,DELAWARE,Glenolden,,,,,,,
Glenolden,PA,Pennsylvania,DELAWARE,Glenolden,,,,,,,
Glen Riddle Lima,PA,Pennsylvania,DELAWARE,Glen Riddle Lima,,,,,,,
Glen Riddle,PA,Pennsylvania,DELAWARE,Glen Riddle Lima,,,,,,,
Lima,PA,Pennsylvania,DELAWARE,Glen Riddle Lima,,,,,,,
Glen Rdl Lima,PA,Pennsylvania,DELAWARE,Glen Riddle Lima,,,,,,,
Wyndmoor,PA,Pennsylvania,MONTGOMERY,Glenside,,,,,,,
Laverock,PA,Pennsylvania,MONTGOMERY,Glenside,,,,,,,
Erdenheim,PA,Pennsylvania,MONTGOMERY,Glenside,,,,,,,
North Hills,PA,Pennsylvania,MONTGOMERY,Glenside,,,,,,,
Ardsley,PA,Pennsylvania,MONTGOMERY,Glenside,,,,,,,
Glenside,PA,Pennsylvania,MONTGOMERY,Glenside,,,,,,,
Gradyville,PA,Pennsylvania,DELAWARE,Gradyville,,,,,,,
Uppr Moreland,PA,Pennsylvania,MONTGOMERY,Hatboro,,,,,,,
Hatboro,PA,Pennsylvania,MONTGOMERY,Hatboro,,,,,,,
Haverford,PA,Pennsylvania,MONTGOMERY,Haverford,,,,,,,
Holmes,PA,Pennsylvania,DELAWARE,Holmes,,,,,,,
Horsham,PA,Pennsylvania,MONTGOMERY,Horsham,,,,,,,
Jenkintown,PA,Pennsylvania,MONTGOMERY,Jenkintown,,,,,,,
Rockledge,PA,Pennsylvania,MONTGOMERY,Jenkintown,,,,,,,
Meadowbrook,PA,Pennsylvania,MONTGOMERY,Jenkintown,,,,,,,
Foxcroft Square,PA,Pennsylvania,MONTGOMERY,Jenkintown,,,,,,,
Foxcroft,PA,Pennsylvania,MONTGOMERY,Jenkintown,,,,,,,
Hollywood,PA,Pennsylvania,MONTGOMERY,Jenkintown,,,,,,,
Baederwood,PA,Pennsylvania,MONTGOMERY,Jenkintown,,,,,,,
Fox Chase Manor,PA,Pennsylvania,MONTGOMERY,Jenkintown,,,,,,,
Foxcroft Sq,PA,Pennsylvania,MONTGOMERY,Jenkintown,,,,,,,
Rydal,PA,Pennsylvania,MONTGOMERY,Jenkintown,,,,,,,
Hulmeville,PA,Pennsylvania,BUCKS,Langhorne,,,,,,,
Upper Holland,PA,Pennsylvania,BUCKS,Langhorne,,,,,,,
Langhorne,PA,Pennsylvania,BUCKS,Langhorne,,,,,,,
Parkland,PA,Pennsylvania,BUCKS,Langhorne,,,,,,,
Penndel,PA,Pennsylvania,BUCKS,Langhorne,,,,,,,
Ft Washington,PA,Pennsylvania,BUCKS,Fort Washington,,,,,,,
Union Fidelity Busi Reply,PA,Pennsylvania,BUCKS,Fort Washington,,,,,,,
Trevose,PA,Pennsylvania,BUCKS,Fort Washington,,,,,,,
Fort Washington,PA,Pennsylvania,BUCKS,Fort Washington,,,,,,,
Union Fidelity Postage Pd,PA,Pennsylvania,BUCKS,Fort Washington,,,,,,,
Fernwood,PA,Pennsylvania,DELAWARE,Lansdowne,,,,,,,
Yeadon,PA,Pennsylvania,DELAWARE,Lansdowne,,,,,,,
East Lansdowne,PA,Pennsylvania,DELAWARE,Lansdowne,,,,,,,
E Lansdowne,PA,Pennsylvania,DELAWARE,Lansdowne,,,,,,,
Lansdowne,PA,Pennsylvania,DELAWARE,Lansdowne,,,,,,,
Lenni,PA,Pennsylvania,DELAWARE,Lenni,,,,,,,
Feasterville Trevose,PA,Pennsylvania,BUCKS,Feasterville Trevose,,,,,,,
Langhorne,PA,Pennsylvania,BUCKS,Feasterville Trevose,,,,,,,
Trevose,PA,Pennsylvania,BUCKS,Feasterville Trevose,,,,,,,
Fstrvl Trvose,PA,Pennsylvania,BUCKS,Feasterville Trevose,,,,,,,
Upper Holland,PA,Pennsylvania,BUCKS,Feasterville Trevose,,,,,,,
Feasterville,PA,Pennsylvania,BUCKS,Feasterville Trevose,,,,,,,
Oakford,PA,Pennsylvania,BUCKS,Feasterville Trevose,,,,,,,
Levittown,PA,Pennsylvania,BUCKS,Levittown,,,,,,,
Fallsington,PA,Pennsylvania,BUCKS,Levittown,,,,,,,
Middletown Twp,PA,Pennsylvania,BUCKS,Levittown,,,,,,,
Newportville,PA,Pennsylvania,BUCKS,Levittown,,,,,,,
Boothwyn,PA,Pennsylvania,DELAWARE,Garnet Valley,,,,,,,
Upper Chichester,PA,Pennsylvania,DELAWARE,Garnet Valley,,,,,,,
Garnet Valley,PA,Pennsylvania,DELAWARE,Garnet Valley,,,,,,,
Marcus Hook,PA,Pennsylvania,DELAWARE,Garnet Valley,,,,,,,
Boothwyn,PA,Pennsylvania,DELAWARE,Marcus Hook,,,,,,,
Upper Chichester,PA,Pennsylvania,DELAWARE,Marcus Hook,,,,,,,
Lower Chichester,PA,Pennsylvania,DELAWARE,Marcus Hook,,,,,,,
Ogden,PA,Pennsylvania,DELAWARE,Marcus Hook,,,,,,,
Trainer,PA,Pennsylvania,DELAWARE,Marcus Hook,,,,,,,
Garnet Valley,PA,Pennsylvania,DELAWARE,Marcus Hook,,,,,,,
Linwood,PA,Pennsylvania,DELAWARE,Marcus Hook,,,,,,,
Uppr Chichstr,PA,Pennsylvania,DELAWARE,Marcus Hook,,,,,,,
Marcus Hook,PA,Pennsylvania,DELAWARE,Marcus Hook,,,,,,,
Elwyn,PA,Pennsylvania,DELAWARE,Media,,,,,,,
Rose Valley,PA,Pennsylvania,DELAWARE,Media,,,,,,,
Media,PA,Pennsylvania,DELAWARE,Media,,,,,,,
Rose Tree,PA,Pennsylvania,DELAWARE,Media,,,,,,,
Garden City,PA,Pennsylvania,DELAWARE,Media,,,,,,,
Glen Riddle,PA,Pennsylvania,DELAWARE,Media,,,,,,,
Wawa,PA,Pennsylvania,DELAWARE,Media,,,,,,,
Upper Providence,PA,Pennsylvania,DELAWARE,Media,,,,,,,
Springfield,PA,Pennsylvania,DELAWARE,Springfield,,,,,,,
Moylan,PA,Pennsylvania,DELAWARE,Media,,,,,,,
Merion,PA,Pennsylvania,MONTGOMERY,Merion Station,,,,,,,
Merion Park,PA,Pennsylvania,MONTGOMERY,Merion Station,,,,,,,
Merion Sta,PA,Pennsylvania,MONTGOMERY,Merion Station,,,,,,,
Merion Station,PA,Pennsylvania,MONTGOMERY,Merion Station,,,,,,,
Lower Makefield,PA,Pennsylvania,BUCKS,Morrisville,,,,,,,
Yardley,PA,Pennsylvania,BUCKS,Morrisville,,,,,,,
Morrisville,PA,Pennsylvania,BUCKS,Morrisville,,,,,,,
Morton,PA,Pennsylvania,DELAWARE,Morton,,,,,,,
Rutledge,PA,Pennsylvania,DELAWARE,Morton,,,,,,,
Ridley,PA,Pennsylvania,DELAWARE,Morton,,,,,,,
Narberth,PA,Pennsylvania,MONTGOMERY,Narberth,,,,,,,
Penn Valley,PA,Pennsylvania,MONTGOMERY,Narberth,,,,,,,
Newtown Sq,PA,Pennsylvania,DELAWARE,Newtown Square,,,,,,,
Newtown Square,PA,Pennsylvania,DELAWARE,Newtown Square,,,,,,,
Norwood,PA,Pennsylvania,DELAWARE,Norwood,,,,,,,
Oreland,PA,Pennsylvania,MONTGOMERY,Oreland,,,,,,,
Prospect Park,PA,Pennsylvania,DELAWARE,Prospect Park,,,,,,,
Ridley Park,PA,Pennsylvania,DELAWARE,Ridley Park,,,,,,,
Sharon Hill,PA,Pennsylvania,DELAWARE,Sharon Hill,,,,,,,
Firm Zip Concept (Brm),PA,Pennsylvania,DELAWARE,Wayne,,,,,,,
Radnor,PA,Pennsylvania,DELAWARE,Wayne,,,,,,,
Tv Guide Brm,PA,Pennsylvania,DELAWARE,Wayne,,,,,,,
Wayne,PA,Pennsylvania,DELAWARE,Wayne,,,,,,,
Swarthmore,PA,Pennsylvania,DELAWARE,Swarthmore,,,,,,,
Millbourne,PA,Pennsylvania,DELAWARE,Upper Darby,,,,,,,
Bywood,PA,Pennsylvania,DELAWARE,Upper Darby,,,,,,,
Highland Park,PA,Pennsylvania,DELAWARE,Upper Darby,,,,,,,
Kirklyn,PA,Pennsylvania,DELAWARE,Upper Darby,,,,,,,
Upper Darby,PA,Pennsylvania,DELAWARE,Upper Darby,,,,,,,
Lower Merion,PA,Pennsylvania,DELAWARE,Havertown,,,,,,,
Havertown,PA,Pennsylvania,DELAWARE,Havertown,,,,,,,
Llanerch,PA,Pennsylvania,DELAWARE,Havertown,,,,,,,
Ithan,PA,Pennsylvania,DELAWARE,Villanova,,,,,,,
Villanova,PA,Pennsylvania,DELAWARE,Villanova,,,,,,,
Wallingford,PA,Pennsylvania,DELAWARE,Wallingford,,,,,,,
Garden City,PA,Pennsylvania,DELAWARE,Wallingford,,,,,,,
Nether Providence,PA,Pennsylvania,DELAWARE,Wallingford,,,,,,,
Rose Valley,PA,Pennsylvania,DELAWARE,Wallingford,,,,,,,
St Davids,PA,Pennsylvania,DELAWARE,Wayne,,,,,,,
Saint Davids,PA,Pennsylvania,DELAWARE,Wayne,,,,,,,
Strafford,PA,Pennsylvania,DELAWARE,Wayne,,,,,,,
Chesterbrook,PA,Pennsylvania,DELAWARE,Wayne,,,,,,,
Tv Guide,PA,Pennsylvania,DELAWARE,Wayne,,,,,,,
Chilton Co,PA,Pennsylvania,DELAWARE,Wayne,,,,,,,
Willow Grove,PA,Pennsylvania,MONTGOMERY,Willow Grove,,,,,,,
Franklin Mt Ctr,PA,Pennsylvania,DELAWARE,Media,,,,,,,
Firm Zip Concept (Brm),PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Firm Zip Concept (Courtesy),PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Woodlyn,PA,Pennsylvania,DELAWARE,Woodlyn,,,,,,,
Wyncote,PA,Pennsylvania,MONTGOMERY,Wyncote,,,,,,,
Cedarbrook,PA,Pennsylvania,MONTGOMERY,Wyncote,,,,,,,
Carroll Park,PA,Pennsylvania,MONTGOMERY,Wynnewood,,,,,,,
Wynnewood,PA,Pennsylvania,MONTGOMERY,Wynnewood,,,,,,,
Penn Wynne,PA,Pennsylvania,MONTGOMERY,Wynnewood,,,,,,,
National Fulfillment Serv,PA,Pennsylvania,DELAWARE,Holmes,,,,,,,
Philadelphia Ndc,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Phila,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Penn Ctr,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Mid City East,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Middle City East,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Mid City West,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Middle City West,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
30th Street,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
William Penn Annex East,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Wm Penn Anx E,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Wm Penn Anx W,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
William Penn Annex West,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Lawncrest,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Lawndale,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Rhawnhurst,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Lester,PA,Pennsylvania,DELAWARE,Philadelphia,,,,,,,
Philadelphia,PA,Pennsylvania,DELAWARE,Philadelphia,,,,,,,
Phila,PA,Pennsylvania,DELAWARE,Philadelphia,,,,,,,
Torresdale South,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Springfield,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Oak Lane,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Manayunk,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Passyunk,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Lynnewood Gardens,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Overbrook Hls,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Overbrook Hills,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Eastwick,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Citibank Delaware,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Wachovia Bank,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Penn Mutual Ins Co,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Verizon,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Mellon Bank East,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Veterans Administration,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Colonial Penn Group,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Pnc Bank,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Colonial Penn (Brm),PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Sunmark Industries,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Selective Service System,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
A A R P Ins,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Hosiery Corp Of America,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
National Passport Agency,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Cigna Corporation,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Ford Motor Credit Corp,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
First Chicago,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Commerce Bank,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Classification & Rates Admin,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Usps Eastern Region Hdqtrs,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
I R S Service Center,PA,Pennsylvania,PHILADELPHIA,Philadelphia,,,,,,,
Paoli,PA,Pennsylvania,CHESTER,Paoli,,,,,,,
Steelville,PA,Pennsylvania,CHESTER,Atglen,,,,,,,
Atglen,PA,Pennsylvania,CHESTER,Atglen,,,,,,,
Avondale,PA,Pennsylvania,CHESTER,Avondale,,,,,,,
Tredyffrin,PA,Pennsylvania,CHESTER,Berwyn,,,,,,,
Berwyn,PA,Pennsylvania,CHESTER,Berwyn,,,,,,,
Brandamore,PA,Pennsylvania,CHESTER,Brandamore,,,,,,,
Chadds Ford,PA,Pennsylvania,DELAWARE,Chadds Ford,,,,,,,
Chatham,PA,Pennsylvania,CHESTER,Chatham,,,,,,,
Cheyney,PA,Pennsylvania,DELAWARE,Cheyney,,,,,,,
W Brandywine,PA,Pennsylvania,CHESTER,Coatesville,,,,,,,
East Fallowfield Township,PA,Pennsylvania,CHESTER,Coatesville,,,,,,,
Romansville,PA,Pennsylvania,CHESTER,Coatesville,,,,,,,
Coatesville,PA,Pennsylvania,CHESTER,Coatesville,,,,,,,
E Fallowfield,PA,Pennsylvania,CHESTER,Coatesville,,,,,,,
West Brandywine,PA,Pennsylvania,CHESTER,Coatesville,,,,,,,
Valley Twp,PA,Pennsylvania,CHESTER,Coatesville,,,,,,,
West Bradford,PA,Pennsylvania,CHESTER,Coatesville,,,,,,,
Valley Township,PA,Pennsylvania,CHESTER,Coatesville,,,,,,,
Cochranville,PA,Pennsylvania,CHESTER,Cochranville,,,,,,,
Concordville,PA,Pennsylvania,DELAWARE,Concordville,,,,,,,
Devon,PA,Pennsylvania,CHESTER,Devon,,,,,,,
West Bradford,PA,Pennsylvania,CHESTER,Downingtown,,,,,,,
Downingtown,PA,Pennsylvania,CHESTER,Downingtown,,,,,,,
State Farm Insurance,PA,Pennsylvania,DELAWARE,Concordville,,,,,,,
Exton,PA,Pennsylvania,CHESTER,Exton,,,,,,,
Franklin Ctr,PA,Pennsylvania,CHESTER,Exton,,,,,,,
Franklin Center,PA,Pennsylvania,CHESTER,Exton,,,,,,,
Glen Mills,PA,Pennsylvania,DELAWARE,Glen Mills,,,,,,,
West Brandywine,PA,Pennsylvania,CHESTER,Glenmoore,,,,,,,
Glenmoore,PA,Pennsylvania,CHESTER,Glenmoore,,,,,,,
W Brandywine,PA,Pennsylvania,CHESTER,Glenmoore,,,,,,,
Honey Brook,PA,Pennsylvania,CHESTER,Honey Brook,,,,,,,
West Brandywine,PA,Pennsylvania,CHESTER,Honey Brook,,,,,,,
W Brandywine,PA,Pennsylvania,CHESTER,Honey Brook,,,,,,,
Immaculata,PA,Pennsylvania,CHESTER,Immaculata,,,,,,,
Kelton,PA,Pennsylvania,CHESTER,Kelton,,,,,,,
Kemblesville,PA,Pennsylvania,CHESTER,Kemblesville,,,,,,,
Kennett Sq,PA,Pennsylvania,CHESTER,Kennett Square,,,,,,,
Kennett Square,PA,Pennsylvania,CHESTER,Kennett Square,,,,,,,
Landenberg,PA,Pennsylvania,CHESTER,Landenberg,,,,,,,
Lewisville,PA,Pennsylvania,CHESTER,Lewisville,,,,,,,
Newlondon Twp,PA,Pennsylvania,CHESTER,Lincoln University,,,,,,,
Lincoln Univ,PA,Pennsylvania,CHESTER,Lincoln University,,,,,,,
New London Township,PA,Pennsylvania,CHESTER,Lincoln University,,,,,,,
Lincoln University,PA,Pennsylvania,CHESTER,Lincoln University,,,,,,,
New Londn Twp,PA,Pennsylvania,CHESTER,Lincoln University,,,,,,,
Lionville,PA,Pennsylvania,CHESTER,Lionville,,,,,,,
Exton,PA,Pennsylvania,CHESTER,Lionville,,,,,,,
Lyndell,PA,Pennsylvania,CHESTER,Lyndell,,,,,,,
Malvern,PA,Pennsylvania,CHESTER,Malvern,,,,,,,
Frazer,PA,Pennsylvania,CHESTER,Malvern,,,,,,,
Mendenhall,PA,Pennsylvania,CHESTER,Mendenhall,,,,,,,
Modena,PA,Pennsylvania,CHESTER,Modena,,,,,,,
New London,PA,Pennsylvania,CHESTER,New London,,,,,,,
Nottingham,PA,Pennsylvania,CHESTER,Nottingham,,,,,,,
Oxford,PA,Pennsylvania,CHESTER,Oxford,,,,,,,
Parkesburg,PA,Pennsylvania,CHESTER,Parkesburg,,,,,,,
Pocopson,PA,Pennsylvania,CHESTER,Pocopson,,,,,,,
Pomeroy,PA,Pennsylvania,CHESTER,Pomeroy,,,,,,,
Sadsburyville,PA,Pennsylvania,CHESTER,Sadsburyville,,,,,,,
Suplee,PA,Pennsylvania,CHESTER,Suplee,,,,,,,
Thorndale,PA,Pennsylvania,CHESTER,Thorndale,,,,,,,
Downingtown,PA,Pennsylvania,CHESTER,Thorndale,,,,,,,
Thornton,PA,Pennsylvania,DELAWARE,Thornton,,,,,,,
Toughkenamon,PA,Pennsylvania,CHESTER,Toughkenamon,,,,,,,
Unionville,PA,Pennsylvania,CHESTER,Unionville,,,,,,,
Wagontown,PA,Pennsylvania,CHESTER,Wagontown,,,,,,,
W Chester,PA,Pennsylvania,CHESTER,West Chester,,,,,,,
West Bradford,PA,Pennsylvania,CHESTER,West Chester,,,,,,,
West Chester,PA,Pennsylvania,CHESTER,West Chester,,,,,,,
Gay Street,PA,Pennsylvania,CHESTER,West Chester,,,,,,,
West Chester University,PA,Pennsylvania,CHESTER,West Chester,,,,,,,
Qvc Network Inc,PA,Pennsylvania,CHESTER,West Chester,,,,,,,
West Grove,PA,Pennsylvania,CHESTER,West Grove,,,,,,,
Chatham,PA,Pennsylvania,CHESTER,West Grove,,,,,,,
Westtown,PA,Pennsylvania,CHESTER,Westtown,,,,,,,
Southeastern,PA,Pennsylvania,CHESTER,Southeastern,,,,,,,
East Norriton,PA,Pennsylvania,MONTGOMERY,Norristown,,,,,,,
Norristown,PA,Pennsylvania,MONTGOMERY,Norristown,,,,,,,
Black Horse,PA,Pennsylvania,MONTGOMERY,Norristown,,,,,,,
Jeffersonville,PA,Pennsylvania,MONTGOMERY,Norristown,,,,,,,
Jeffersonvlle,PA,Pennsylvania,MONTGOMERY,Norristown,,,,,,,
Audubon,PA,Pennsylvania,MONTGOMERY,Norristown,,,,,,,
Eagleville,PA,Pennsylvania,MONTGOMERY,Norristown,,,,,,,
Trooper,PA,Pennsylvania,MONTGOMERY,Norristown,,,,,,,
Bridgeport,PA,Pennsylvania,MONTGOMERY,Bridgeport,,,,,,,
Norristown,PA,Pennsylvania,MONTGOMERY,Bridgeport,,,,,,,
Norristown,PA,Pennsylvania,MONTGOMERY,King Of Prussia,,,,,,,
King Of Prussia,PA,Pennsylvania,MONTGOMERY,King Of Prussia,,,,,,,
Kng Of Prussa,PA,Pennsylvania,MONTGOMERY,King Of Prussia,,,,,,,
Norristown,PA,Pennsylvania,MONTGOMERY,Audubon,,,,,,,
Audubon,PA,Pennsylvania,MONTGOMERY,Audubon,,,,,,,
Eagleville,PA,Pennsylvania,MONTGOMERY,Eagleville,,,,,,,
Norristown,PA,Pennsylvania,MONTGOMERY,Eagleville,,,,,,,
Fairview Village,PA,Pennsylvania,MONTGOMERY,Fairview Village,,,,,,,
Fairview Vlg,PA,Pennsylvania,MONTGOMERY,Fairview Village,,,,,,,
Norristown,PA,Pennsylvania,MONTGOMERY,Fairview Village,,,,,,,
Shared Return Zip,PA,Pennsylvania,MONTGOMERY,Eagleville,,,,,,,
Arcola,PA,Pennsylvania,MONTGOMERY,Arcola,,,,,,,
Birchrunville,PA,Pennsylvania,CHESTER,Birchrunville,,,,,,,
Penllyn,PA,Pennsylvania,MONTGOMERY,Blue Bell,,,,,,,
Blue Bell,PA,Pennsylvania,MONTGOMERY,Blue Bell,,,,,,,
Center Square,PA,Pennsylvania,MONTGOMERY,Blue Bell,,,,,,,
Cedars,PA,Pennsylvania,MONTGOMERY,Cedars,,,,,,,
Unisys,PA,Pennsylvania,MONTGOMERY,Blue Bell,,,,,,,
Chester Springs,PA,Pennsylvania,CHESTER,Chester Springs,,,,,,,
Chester Sprgs,PA,Pennsylvania,CHESTER,Chester Springs,,,,,,,
Collegeville,PA,Pennsylvania,MONTGOMERY,Collegeville,,,,,,,
Graterford,PA,Pennsylvania,MONTGOMERY,Collegeville,,,,,,,
Rahns,PA,Pennsylvania,MONTGOMERY,Collegeville,,,,,,,
Trappe,PA,Pennsylvania,MONTGOMERY,Collegeville,,,,,,,
Gulph Mills,PA,Pennsylvania,MONTGOMERY,Conshohocken,,,,,,,
W Cnshohocken,PA,Pennsylvania,MONTGOMERY,Conshohocken,,,,,,,
Conshohocken,PA,Pennsylvania,MONTGOMERY,Conshohocken,,,,,,,
Bell Telephone Co,PA,Pennsylvania,MONTGOMERY,Conshohocken,,,,,,,
Creamery,PA,Pennsylvania,MONTGOMERY,Creamery,,,,,,,
Devault,PA,Pennsylvania,CHESTER,Devault,,,,,,,
Frederick,PA,Pennsylvania,MONTGOMERY,Frederick,,,,,,,
Spring House,PA,Pennsylvania,MONTGOMERY,Gwynedd,,,,,,,
Gwynedd,PA,Pennsylvania,MONTGOMERY,Gwynedd,,,,,,,
North Wales,PA,Pennsylvania,MONTGOMERY,Gwynedd,,,,,,,
