City alias,State short,State full,County,City,,site,ZIPCode,County,State,Lat,Long
Madison Township,PA,Pennsylvania,LACKAWANNA,Moscow,,,,,,,
Moscow,PA,Pennsylvania,LACKAWANNA,Moscow,,,,,,,
Covington Township,PA,Pennsylvania,LACKAWANNA,Moscow,,,,,,,
Roaring Brook Twp,PA,Pennsylvania,LACKAWANNA,Moscow,,,,,,,
Elmhurst Township,PA,Pennsylvania,LACKAWANNA,Moscow,,,,,,,
Roaring Bk Tp,PA,Pennsylvania,LACKAWANNA,Moscow,,,,,,,
South Sterling,PA,Pennsylvania,WAYNE,Newfoundland,,,,,,,
S Sterling,PA,Pennsylvania,WAYNE,Newfoundland,,,,,,,
Newfoundland,PA,Pennsylvania,WAYNE,Newfoundland,,,,,,,
Clifford Twp,PA,Pennsylvania,WYOMING,Nicholson,,,,,,,
Nicholson,PA,Pennsylvania,WYOMING,Nicholson,,,,,,,
Clifford Township,PA,Pennsylvania,WYOMING,Nicholson,,,,,,,
Olyphant,PA,Pennsylvania,LACKAWANNA,Olyphant,,,,,,,
Dickson Cty,PA,Pennsylvania,LACKAWANNA,Olyphant,,,,,,,
Blakely,PA,Pennsylvania,LACKAWANNA,Olyphant,,,,,,,
Scott Twp,PA,Pennsylvania,LACKAWANNA,Olyphant,,,,,,,
Sturges,PA,Pennsylvania,LACKAWANNA,Olyphant,,,,,,,
Scott Township,PA,Pennsylvania,LACKAWANNA,Olyphant,,,,,,,
Cinram,PA,Pennsylvania,LACKAWANNA,Olyphant,,,,,,,
Orson,PA,Pennsylvania,WAYNE,Orson,,,,,,,
Paupack,PA,Pennsylvania,PIKE,Paupack,,,,,,,
Peckville,PA,Pennsylvania,LACKAWANNA,Peckville,,,,,,,
Pleasant Mt,PA,Pennsylvania,WAYNE,Pleasant Mount,,,,,,,
Pleasant Mount,PA,Pennsylvania,WAYNE,Pleasant Mount,,,,,,,
Poyntelle,PA,Pennsylvania,WAYNE,Poyntelle,,,,,,,
Preston Park,PA,Pennsylvania,WAYNE,Preston Park,,,,,,,
Prompton,PA,Pennsylvania,WAYNE,Prompton,,,,,,,
Rowland,PA,Pennsylvania,PIKE,Rowland,,,,,,,
Shohola,PA,Pennsylvania,PIKE,Shohola,,,,,,,
South Canaan,PA,Pennsylvania,WAYNE,South Canaan,,,,,,,
South Sterling,PA,Pennsylvania,WAYNE,South Sterling,,,,,,,
S Sterling,PA,Pennsylvania,WAYNE,South Sterling,,,,,,,
Starlight,PA,Pennsylvania,WAYNE,Starlight,,,,,,,
Starrucca,PA,Pennsylvania,WAYNE,Starrucca,,,,,,,
Sterling,PA,Pennsylvania,WAYNE,Sterling,,,,,,,
Tafton,PA,Pennsylvania,PIKE,Tafton,,,,,,,
Thompson,PA,Pennsylvania,SUSQUEHANNA,Thompson,,,,,,,
Coolbaugh Twp,PA,Pennsylvania,MONROE,Tobyhanna,,,,,,,
Coolbaugh Township,PA,Pennsylvania,MONROE,Tobyhanna,,,,,,,
Tobyhanna,PA,Pennsylvania,MONROE,Tobyhanna,,,,,,,
Tyler Hill,PA,Pennsylvania,WAYNE,Tyler Hill,,,,,,,
Clifford Township,PA,Pennsylvania,SUSQUEHANNA,Union Dale,,,,,,,
Union Dale,PA,Pennsylvania,SUSQUEHANNA,Union Dale,,,,,,,
Clifford Twp,PA,Pennsylvania,SUSQUEHANNA,Union Dale,,,,,,,
Waverly,PA,Pennsylvania,LACKAWANNA,Waverly,,,,,,,
Waymart,PA,Pennsylvania,WAYNE,Waymart,,,,,,,
White Mills,PA,Pennsylvania,WAYNE,White Mills,,,,,,,
Scranton,PA,Pennsylvania,LACKAWANNA,Scranton,,,,,,,
Scranton,PA,Pennsylvania,LACKAWANNA,Moosic,,,,,,,
Moosic,PA,Pennsylvania,LACKAWANNA,Moosic,,,,,,,
N Scranton,PA,Pennsylvania,LACKAWANNA,Scranton,,,,,,,
North Scranton,PA,Pennsylvania,LACKAWANNA,Scranton,,,,,,,
Dunmore,PA,Pennsylvania,LACKAWANNA,Scranton,,,,,,,
Throop,PA,Pennsylvania,LACKAWANNA,Scranton,,,,,,,
Scranton,PA,Pennsylvania,LACKAWANNA,Taylor,,,,,,,
Taylor,PA,Pennsylvania,LACKAWANNA,Taylor,,,,,,,
Scranton,PA,Pennsylvania,LACKAWANNA,Old Forge,,,,,,,
Old Forge,PA,Pennsylvania,LACKAWANNA,Old Forge,,,,,,,
Dickson City,PA,Pennsylvania,LACKAWANNA,Scranton,,,,,,,
Firm Zip,PA,Pennsylvania,LACKAWANNA,Scranton,,,,,,,
United Parcel Service,PA,Pennsylvania,LACKAWANNA,Scranton,,,,,,,
Beach Haven,PA,Pennsylvania,LUZERNE,Beach Haven,,,,,,,
Bear Creek,PA,Pennsylvania,LUZERNE,Bear Creek,,,,,,,
Berwick,PA,Pennsylvania,COLUMBIA,Berwick,,,,,,,
Blakeslee,PA,Pennsylvania,MONROE,Blakeslee,,,,,,,
Cambra,PA,Pennsylvania,LUZERNE,Cambra,,,,,,,
Monroe Twp,PA,Pennsylvania,LUZERNE,Dallas,,,,,,,
Monroe Township,PA,Pennsylvania,LUZERNE,Dallas,,,,,,,
Dallas,PA,Pennsylvania,LUZERNE,Dallas,,,,,,,
College Misericordia,PA,Pennsylvania,LUZERNE,Dallas,,,,,,,
Forkston Township,PA,Pennsylvania,SULLIVAN,Dushore,,,,,,,
Dushore,PA,Pennsylvania,SULLIVAN,Dushore,,,,,,,
Wilmot Township,PA,Pennsylvania,SULLIVAN,Dushore,,,,,,,
Wilmot Twp,PA,Pennsylvania,SULLIVAN,Dushore,,,,,,,
Forkston Twp,PA,Pennsylvania,SULLIVAN,Dushore,,,,,,,
Falls,PA,Pennsylvania,WYOMING,Falls,,,,,,,
Forksville,PA,Pennsylvania,SULLIVAN,Forksville,,,,,,,
Glen Lyon,PA,Pennsylvania,LUZERNE,Glen Lyon,,,,,,,
Monroe Township,PA,Pennsylvania,LUZERNE,Harveys Lake,,,,,,,
Harveys Lake,PA,Pennsylvania,LUZERNE,Harveys Lake,,,,,,,
Monroe Twp,PA,Pennsylvania,LUZERNE,Harveys Lake,,,,,,,
Hillsgrove,PA,Pennsylvania,SULLIVAN,Hillsgrove,,,,,,,
Hunlock Creek,PA,Pennsylvania,LUZERNE,Hunlock Creek,,,,,,,
Hunlock Twp,PA,Pennsylvania,LUZERNE,Hunlock Creek,,,,,,,
Hunlock Township,PA,Pennsylvania,LUZERNE,Hunlock Creek,,,,,,,
Huntington Ml,PA,Pennsylvania,LUZERNE,Huntington Mills,,,,,,,
Huntington Mills,PA,Pennsylvania,LUZERNE,Huntington Mills,,,,,,,
Laceyville,PA,Pennsylvania,WYOMING,Laceyville,,,,,,,
Lake Harmony,PA,Pennsylvania,CARBON,Lake Harmony,,,,,,,
Lake Winola,PA,Pennsylvania,WYOMING,Lake Winola,,,,,,,
Laporte,PA,Pennsylvania,SULLIVAN,Laporte,,,,,,,
Lehman,PA,Pennsylvania,LUZERNE,Lehman,,,,,,,
Lopez,PA,Pennsylvania,SULLIVAN,Lopez,,,,,,,
Forkston Twp,PA,Pennsylvania,WYOMING,Mehoopany,,,,,,,
Forkston Township,PA,Pennsylvania,WYOMING,Mehoopany,,,,,,,
Mehoopany,PA,Pennsylvania,WYOMING,Mehoopany,,,,,,,
Meshoppen,PA,Pennsylvania,WYOMING,Meshoppen,,,,,,,
Mifflinville,PA,Pennsylvania,COLUMBIA,Mifflinville,,,,,,,
Mildred,PA,Pennsylvania,SULLIVAN,Mildred,,,,,,,
West Nanticoke,PA,Pennsylvania,LUZERNE,Nanticoke,,,,,,,
Nanticoke,PA,Pennsylvania,LUZERNE,Nanticoke,,,,,,,
Nescopeck,PA,Pennsylvania,LUZERNE,Nescopeck,,,,,,,
Forkston Township,PA,Pennsylvania,WYOMING,Noxen,,,,,,,
Monroe Township,PA,Pennsylvania,WYOMING,Noxen,,,,,,,
Monroe Twp,PA,Pennsylvania,WYOMING,Noxen,,,,,,,
Forkston Twp,PA,Pennsylvania,WYOMING,Noxen,,,,,,,
Noxen,PA,Pennsylvania,WYOMING,Noxen,,,,,,,
Jenkins Twp,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Hughestown,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Yatesville,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Pittston Township,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Inkerman,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Port Griffith,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Pittston,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Pittston Twp,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Jenkins Township,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Avoca,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Dupont,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Duryea,PA,Pennsylvania,LUZERNE,Duryea,,,,,,,
Pittston,PA,Pennsylvania,LUZERNE,Duryea,,,,,,,
Exeter Township,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Exeter,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
West Pittston,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
Harding,PA,Pennsylvania,LUZERNE,Pittston,,,,,,,
West Wyoming,PA,Pennsylvania,LUZERNE,Wyoming,,,,,,,
Pittston,PA,Pennsylvania,LUZERNE,Wyoming,,,,,,,
Wyoming,PA,Pennsylvania,LUZERNE,Wyoming,,,,,,,
Plymouth,PA,Pennsylvania,LUZERNE,Plymouth,,,,,,,
Larksville,PA,Pennsylvania,LUZERNE,Plymouth,,,,,,,
Ransom,PA,Pennsylvania,LACKAWANNA,Ransom,,,,,,,
Shawanese,PA,Pennsylvania,LUZERNE,Shawanese,,,,,,,
Mocanaqua,PA,Pennsylvania,LUZERNE,Shickshinny,,,,,,,
Shickshinny,PA,Pennsylvania,LUZERNE,Shickshinny,,,,,,,
Sweet Valley,PA,Pennsylvania,LUZERNE,Sweet Valley,,,,,,,
Mehoopany Twp,PA,Pennsylvania,WYOMING,Tunkhannock,,,,,,,
Monroe Twp,PA,Pennsylvania,WYOMING,Tunkhannock,,,,,,,
Monroe Township,PA,Pennsylvania,WYOMING,Tunkhannock,,,,,,,
Tunkhannock,PA,Pennsylvania,WYOMING,Tunkhannock,,,,,,,
Forkston Twp,PA,Pennsylvania,WYOMING,Tunkhannock,,,,,,,
Forkston Township,PA,Pennsylvania,WYOMING,Tunkhannock,,,,,,,
Mehoopany Township,PA,Pennsylvania,WYOMING,Tunkhannock,,,,,,,
Wapwallopen,PA,Pennsylvania,LUZERNE,Wapwallopen,,,,,,,
White Haven,PA,Pennsylvania,LUZERNE,White Haven,,,,,,,
Frontier Communicationa,PA,Pennsylvania,LUZERNE,Dallas,,,,,,,
Wilkes Barre,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Wlks Barr Twp,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Plains Township,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Bear Creek Tw,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Hudson,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
City Of Wilkes Barre,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Korn Krest,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Bear Creek Township,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Wilkes Barre Township,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Plains,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Plains Twp,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
City Of Wb,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Hilldale,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Wilkes Barre,PA,Pennsylvania,LUZERNE,Kingston,,,,,,,
Forty Fort,PA,Pennsylvania,LUZERNE,Kingston,,,,,,,
Kingston,PA,Pennsylvania,LUZERNE,Kingston,,,,,,,
Pringle,PA,Pennsylvania,LUZERNE,Kingston,,,,,,,
Swoyersville,PA,Pennsylvania,LUZERNE,Kingston,,,,,,,
Edwardsville,PA,Pennsylvania,LUZERNE,Kingston,,,,,,,
Courtdale,PA,Pennsylvania,LUZERNE,Kingston,,,,,,,
Larksville,PA,Pennsylvania,LUZERNE,Kingston,,,,,,,
Laflin,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Miners Mill,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Parsons,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Hanover Twp,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Warrior Run,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Laurel Run,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Sugar Notch,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Ashley,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Hanover Township,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Wilkes Barre,PA,Pennsylvania,LUZERNE,Mountain Top,,,,,,,
Nuangola,PA,Pennsylvania,LUZERNE,Mountain Top,,,,,,,
Mountain Top,PA,Pennsylvania,LUZERNE,Mountain Top,,,,,,,
Trucksville,PA,Pennsylvania,LUZERNE,Shavertown,,,,,,,
Wilkes Barre,PA,Pennsylvania,LUZERNE,Shavertown,,,,,,,
Shavertown,PA,Pennsylvania,LUZERNE,Shavertown,,,,,,,
Jackson Township,PA,Pennsylvania,LUZERNE,Shavertown,,,,,,,
Jackson Twp,PA,Pennsylvania,LUZERNE,Shavertown,,,,,,,
Wilkes Barre,PA,Pennsylvania,LUZERNE,Luzerne,,,,,,,
Luzerne,PA,Pennsylvania,LUZERNE,Luzerne,,,,,,,
Altria,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Wilkes Barre General Hsptl,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Geisinger South,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Wilkes University,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Social Security Admin Brm,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Social Security Admin,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Social Sec Admin,PA,Pennsylvania,LUZERNE,Wilkes Barre,,,,,,,
Montrose,PA,Pennsylvania,SUSQUEHANNA,Montrose,,,,,,,
Athens,PA,Pennsylvania,BRADFORD,Athens,,,,,,,
Brackney,PA,Pennsylvania,SUSQUEHANNA,Brackney,,,,,,,
Brooklyn,PA,Pennsylvania,SUSQUEHANNA,Brooklyn,,,,,,,
Burlington,PA,Pennsylvania,BRADFORD,Burlington,,,,,,,
Camptown,PA,Pennsylvania,BRADFORD,Camptown,,,,,,,
Dimock,PA,Pennsylvania,SUSQUEHANNA,Dimock,,,,,,,
E Smithfield,PA,Pennsylvania,BRADFORD,East Smithfield,,,,,,,
East Smithfield,PA,Pennsylvania,BRADFORD,East Smithfield,,,,,,,
Friendsville,PA,Pennsylvania,SUSQUEHANNA,Friendsville,,,,,,,
Gibson,PA,Pennsylvania,SUSQUEHANNA,Gibson,,,,,,,
Great Bend,PA,Pennsylvania,SUSQUEHANNA,Great Bend,,,,,,,
Hallstead,PA,Pennsylvania,SUSQUEHANNA,Hallstead,,,,,,,
Harford,PA,Pennsylvania,SUSQUEHANNA,Harford,,,,,,,
Hop Bottom,PA,Pennsylvania,SUSQUEHANNA,Hop Bottom,,,,,,,
Jackson,PA,Pennsylvania,SUSQUEHANNA,Jackson,,,,,,,
Kingsley,PA,Pennsylvania,SUSQUEHANNA,Kingsley,,,,,,,
Lanesboro,PA,Pennsylvania,SUSQUEHANNA,Lanesboro,,,,,,,
Rushville,PA,Pennsylvania,SUSQUEHANNA,Lawton,,,,,,,
Lawton,PA,Pennsylvania,SUSQUEHANNA,Lawton,,,,,,,
Le Raysville,PA,Pennsylvania,BRADFORD,Le Raysville,,,,,,,
Leraysville,PA,Pennsylvania,BRADFORD,Le Raysville,,,,,,,
Little Mdws,PA,Pennsylvania,SUSQUEHANNA,Little Meadows,,,,,,,
Little Meadows,PA,Pennsylvania,SUSQUEHANNA,Little Meadows,,,,,,,
Milan,PA,Pennsylvania,BRADFORD,Milan,,,,,,,
Monroeton,PA,Pennsylvania,BRADFORD,Monroeton,,,,,,,
New Albany,PA,Pennsylvania,BRADFORD,New Albany,,,,,,,
New Milford,PA,Pennsylvania,SUSQUEHANNA,New Milford,,,,,,,
Rome,PA,Pennsylvania,BRADFORD,Rome,,,,,,,
Athens Township,PA,Pennsylvania,BRADFORD,Sayre,,,,,,,
Sayre,PA,Pennsylvania,BRADFORD,Sayre,,,,,,,
South Waverly,PA,Pennsylvania,BRADFORD,Sayre,,,,,,,
South Gibson,PA,Pennsylvania,SUSQUEHANNA,South Gibson,,,,,,,
South Montrose,PA,Pennsylvania,SUSQUEHANNA,South Montrose,,,,,,,
S Montrose,PA,Pennsylvania,SUSQUEHANNA,South Montrose,,,,,,,
Springville,PA,Pennsylvania,SUSQUEHANNA,Springville,,,,,,,
Stevensville,PA,Pennsylvania,BRADFORD,Stevensville,,,,,,,
Sugar Run,PA,Pennsylvania,BRADFORD,Sugar Run,,,,,,,
Susquehanna,PA,Pennsylvania,SUSQUEHANNA,Susquehanna,,,,,,,
Towanda,PA,Pennsylvania,BRADFORD,Towanda,,,,,,,
Burlingtn Twp,PA,Pennsylvania,BRADFORD,Towanda,,,,,,,
Burlington Township,PA,Pennsylvania,BRADFORD,Towanda,,,,,,,
Ulster,PA,Pennsylvania,BRADFORD,Ulster,,,,,,,
Warren Center,PA,Pennsylvania,BRADFORD,Warren Center,,,,,,,
Wyalusing,PA,Pennsylvania,BRADFORD,Wyalusing,,,,,,,
Wysox,PA,Pennsylvania,BRADFORD,Wysox,,,,,,,
Doylestown,PA,Pennsylvania,BUCKS,Doylestown,,,,,,,
New Britain,PA,Pennsylvania,BUCKS,Doylestown,,,,,,,
Bedminster,PA,Pennsylvania,BUCKS,Bedminster,,,,,,,
Blooming Glen,PA,Pennsylvania,BUCKS,Blooming Glen,,,,,,,
Buckingham,PA,Pennsylvania,BUCKS,Buckingham,,,,,,,
Carversville,PA,Pennsylvania,BUCKS,Carversville,,,,,,,
Chalfont,PA,Pennsylvania,BUCKS,Chalfont,,,,,,,
Colmar,PA,Pennsylvania,MONTGOMERY,Colmar,,,,,,,
Danboro,PA,Pennsylvania,BUCKS,Danboro,,,,,,,
Dublin,PA,Pennsylvania,BUCKS,Dublin,,,,,,,
Earlington,PA,Pennsylvania,MONTGOMERY,Earlington,,,,,,,
Erwinna,PA,Pennsylvania,BUCKS,Erwinna,,,,,,,
Ferndale,PA,Pennsylvania,BUCKS,Ferndale,,,,,,,
Forest Grove,PA,Pennsylvania,BUCKS,Forest Grove,,,,,,,
Fountainville,PA,Pennsylvania,BUCKS,Fountainville,,,,,,,
Franconia,PA,Pennsylvania,MONTGOMERY,Franconia,,,,,,,
Furlong,PA,Pennsylvania,BUCKS,Furlong,,,,,,,
Gardenville,PA,Pennsylvania,BUCKS,Gardenville,,,,,,,
Hilltown,PA,Pennsylvania,BUCKS,Hilltown,,,,,,,
Holicong,PA,Pennsylvania,BUCKS,Holicong,,,,,,,
Jamison,PA,Pennsylvania,BUCKS,Jamison,,,,,,,
Kintnersville,PA,Pennsylvania,BUCKS,Kintnersville,,,,,,,
Lahaska,PA,Pennsylvania,BUCKS,Lahaska,,,,,,,
Line Lxngtn,PA,Pennsylvania,BUCKS,Line Lexington,,,,,,,
Line Lexington,PA,Pennsylvania,BUCKS,Line Lexington,,,,,,,
Doylestown,PA,Pennsylvania,BUCKS,Lumberville,,,,,,,
Lumberville,PA,Pennsylvania,BUCKS,Lumberville,,,,,,,
Mechanicsville,PA,Pennsylvania,BUCKS,Mechanicsville,,,,,,,
Mechanicsvlle,PA,Pennsylvania,BUCKS,Mechanicsville,,,,,,,
Milford Square,PA,Pennsylvania,BUCKS,Milford Square,,,,,,,
Milford Sq,PA,Pennsylvania,BUCKS,Milford Square,,,,,,,
Montgomeryville,PA,Pennsylvania,MONTGOMERY,Montgomeryville,,,,,,,
Montgomeryvle,PA,Pennsylvania,MONTGOMERY,Montgomeryville,,,,,,,
New Hope,PA,Pennsylvania,BUCKS,New Hope,,,,,,,
Upr Makefield,PA,Pennsylvania,BUCKS,Newtown,,,,,,,
Newtown,PA,Pennsylvania,BUCKS,Newtown,,,,,,,
George School,PA,Pennsylvania,BUCKS,Newtown,,,,,,,
Wrightstown,PA,Pennsylvania,BUCKS,Newtown,,,,,,,
Upper Makefield,PA,Pennsylvania,BUCKS,Newtown,,,,,,,
Ottsville,PA,Pennsylvania,BUCKS,Ottsville,,,,,,,
Penns Park,PA,Pennsylvania,BUCKS,Penns Park,,,,,,,
Perkasie,PA,Pennsylvania,BUCKS,Perkasie,,,,,,,
Pineville,PA,Pennsylvania,BUCKS,Pineville,,,,,,,
Pipersville,PA,Pennsylvania,BUCKS,Pipersville,,,,,,,
Plumsteadvlle,PA,Pennsylvania,BUCKS,Plumsteadville,,,,,,,
Plumsteadville,PA,Pennsylvania,BUCKS,Plumsteadville,,,,,,,
Pt Pleasant,PA,Pennsylvania,BUCKS,Point Pleasant,,,,,,,
Point Pleasant,PA,Pennsylvania,BUCKS,Point Pleasant,,,,,,,
Quakertown,PA,Pennsylvania,BUCKS,Quakertown,,,,,,,
Revere,PA,Pennsylvania,BUCKS,Revere,,,,,,,
Richboro,PA,Pennsylvania,BUCKS,Richboro,,,,,,,
Southampton,PA,Pennsylvania,BUCKS,Richboro,,,,,,,
Richlandtown,PA,Pennsylvania,BUCKS,Richlandtown,,,,,,,
Rushland,PA,Pennsylvania,BUCKS,Rushland,,,,,,,
Salford,PA,Pennsylvania,MONTGOMERY,Salford,,,,,,,
Salfordville,PA,Pennsylvania,MONTGOMERY,Salfordville,,,,,,,
Sellersville,PA,Pennsylvania,BUCKS,Sellersville,,,,,,,
Silverdale,PA,Pennsylvania,BUCKS,Silverdale,,,,,,,
Solebury,PA,Pennsylvania,BUCKS,Solebury,,,,,,,
Souderton,PA,Pennsylvania,MONTGOMERY,Souderton,,,,,,,
Telford,PA,Pennsylvania,MONTGOMERY,Souderton,,,,,,,
Churchville,PA,Pennsylvania,BUCKS,Southampton,,,,,,,
Holland,PA,Pennsylvania,BUCKS,Southampton,,,,,,,
Southampton,PA,Pennsylvania,BUCKS,Southampton,,,,,,,
Spinnerstown,PA,Pennsylvania,BUCKS,Spinnerstown,,,,,,,
Indian Valley,PA,Pennsylvania,MONTGOMERY,Telford,,,,,,,
Telford,PA,Pennsylvania,MONTGOMERY,Telford,,,,,,,
Trumbaursvlle,PA,Pennsylvania,BUCKS,Trumbauersville,,,,,,,
Trumbaversville,PA,Pennsylvania,BUCKS,Trumbauersville,,,,,,,
Trumbauersville,PA,Pennsylvania,BUCKS,Trumbauersville,,,,,,,
Tylersport,PA,Pennsylvania,MONTGOMERY,Tylersport,,,,,,,
Upper Black Eddy,PA,Pennsylvania,BUCKS,Upper Black Eddy,,,,,,,
Uppr Blck Edy,PA,Pennsylvania,BUCKS,Upper Black Eddy,,,,,,,
Warwick,PA,Pennsylvania,BUCKS,Warminster,,,,,,,
Hartsville,PA,Pennsylvania,BUCKS,Warminster,,,,,,,
Warminster,PA,Pennsylvania,BUCKS,Warminster,,,,,,,
Ivyland,PA,Pennsylvania,BUCKS,Warminster,,,,,,,
Warrington,PA,Pennsylvania,BUCKS,Warrington,,,,,,,
Washington Xing,PA,Pennsylvania,BUCKS,Washington Crossing,,,,,,,
Washington Crossing,PA,Pennsylvania,BUCKS,Washington Crossing,,,,,,,
Wshngtn Xing,PA,Pennsylvania,BUCKS,Washington Crossing,,,,,,,
Woxall,PA,Pennsylvania,MONTGOMERY,Woxall,,,,,,,
Wycombe,PA,Pennsylvania,BUCKS,Wycombe,,,,,,,
Zionhill,PA,Pennsylvania,BUCKS,Zionhill,,,,,,,
W Atlee Burpee Co,PA,Pennsylvania,BUCKS,Warminster,,,,,,,
Roslyn,PA,Pennsylvania,MONTGOMERY,Abington,,,,,,,
Ogontz Campus,PA,Pennsylvania,MONTGOMERY,Abington,,,,,,,
Abington,PA,Pennsylvania,MONTGOMERY,Abington,,,,,,,
Ambler,PA,Pennsylvania,MONTGOMERY,Ambler,,,,,,,
Maple Glen,PA,Pennsylvania,MONTGOMERY,Ambler,,,,,,,
Lower Gwynedd,PA,Pennsylvania,MONTGOMERY,Ambler,,,,,,,
Broad Axe,PA,Pennsylvania,MONTGOMERY,Ambler,,,,,,,
Prospectville,PA,Pennsylvania,MONTGOMERY,Ambler,,,,,,,
Ardmore,PA,Pennsylvania,MONTGOMERY,Ardmore,,,,,,,
Bala,PA,Pennsylvania,MONTGOMERY,Bala Cynwyd,,,,,,,
Cynwyd,PA,Pennsylvania,MONTGOMERY,Bala Cynwyd,,,,,,,
Belmont Hills,PA,Pennsylvania,MONTGOMERY,Bala Cynwyd,,,,,,,
Bala Cynwyd,PA,Pennsylvania,MONTGOMERY,Bala Cynwyd,,,,,,,
Bethayres,PA,Pennsylvania,MONTGOMERY,Huntingdon Valley,,,,,,,
Huntingdon Vy,PA,Pennsylvania,MONTGOMERY,Huntingdon Valley,,,,,,,
Huntingdon Valley,PA,Pennsylvania,MONTGOMERY,Huntingdon Valley,,,,,,,
Bristol,PA,Pennsylvania,BUCKS,Bristol,,,,,,,
West Bristol,PA,Pennsylvania,BUCKS,Bristol,,,,,,,
Edgely,PA,Pennsylvania,BUCKS,Bristol,,,,,,,
Tullytown,PA,Pennsylvania,BUCKS,Bristol,,,,,,,
Marple Township,PA,Pennsylvania,DELAWARE,Broomall,,,,,,,
Radnor,PA,Pennsylvania,DELAWARE,Broomall,,,,,,,
Lawrence Park,PA,Pennsylvania,DELAWARE,Broomall,,,,,,,
Broomall,PA,Pennsylvania,DELAWARE,Broomall,,,,,,,
Bryn Athyn,PA,Pennsylvania,MONTGOMERY,Bryn Athyn,,,,,,,
Bryn Mawr,PA,Pennsylvania,DELAWARE,Bryn Mawr,,,,,,,
Rosemont,PA,Pennsylvania,DELAWARE,Bryn Mawr,,,,,,,
Cheltenham,PA,Pennsylvania,MONTGOMERY,Cheltenham,,,,,,,
Chester,PA,Pennsylvania,DELAWARE,Chester,,,,,,,
Feltonville,PA,Pennsylvania,DELAWARE,Chester,,,,,,,
Chester Twp,PA,Pennsylvania,DELAWARE,Chester,,,,,,,
Village Green,PA,Pennsylvania,DELAWARE,Chester,,,,,,,
Upper Chichester,PA,Pennsylvania,DELAWARE,Chester,,,,,,,
Uppr Chichstr,PA,Pennsylvania,DELAWARE,Chester,,,,,,,
Eddystone,PA,Pennsylvania,DELAWARE,Chester,,,,,,,
Parkside,PA,Pennsylvania,DELAWARE,Chester,,,,,,,
Upland,PA,Pennsylvania,DELAWARE,Chester,,,,,,,
Chester Township,PA,Pennsylvania,DELAWARE,Chester,,,,,,,
Twin Oaks,PA,Pennsylvania,DELAWARE,Aston,,,,,,,
Upper Chichester,PA,Pennsylvania,DELAWARE,Aston,,,,,,,
Chichester,PA,Pennsylvania,DELAWARE,Aston,,,,,,,
Green Ridge,PA,Pennsylvania,DELAWARE,Aston,,,,,,,
Uppr Chichstr,PA,Pennsylvania,DELAWARE,Aston,,,,,,,
Aston,PA,Pennsylvania,DELAWARE,Aston,,,,,,,
Chester,PA,Pennsylvania,DELAWARE,Aston,,,,,,,
